iter	Logloss
368	0.116095551
369	0.1158845897
370	0.1153401107
371	0.1150812651
372	0.1149245046
373	0.1148232441
374	0.1146793927
375	0.11457237
376	0.114405655
377	0.1143149594
378	0.1142322367
379	0.1140093743
380	0.1136927262
381	0.1135108239
382	0.1130503983
383	0.1127877214
384	0.1126289888
385	0.1125006161
386	0.1123923998
387	0.1123022372
388	0.1121775106
389	0.1121106766
390	0.1117868506
391	0.1114994271
392	0.1113398921
393	0.1111916761
394	0.1110612142
395	0.1109181863
396	0.1108329357
397	0.1107514881
398	0.1106484821
399	0.1104946492
400	0.1102713199
401	0.1100591485
402	0.1098853675
403	0.109665179
404	0.109565745
405	0.1093415814
406	0.109152543
407	0.1090432059
408	0.1089218655
409	0.1088742161
410	0.108730054
411	0.1083048217
412	0.1081848038
413	0.1080488774
414	0.1079634603
415	0.1079056746
416	0.1073236589
417	0.106776664
418	0.106457954
419	0.1060211704
420	0.1059633894
421	0.1057235733
422	0.1055921909
423	0.1053739008
424	0.1052582351
425	0.1050119363
426	0.1046360027
427	0.1045310007
428	0.1042827419
429	0.1040638155
430	0.1039927262
431	0.1035431666
432	0.1034187171
433	0.1032673995
434	0.1032130075
435	0.1031481182
436	0.1030136899
437	0.1028731684
438	0.1026580977
439	0.1025753571
440	0.1020815812
441	0.1017170179
442	0.1015799227
443	0.1014861061
444	0.1013716257
445	0.1012962224
446	0.1011619879
447	0.1010158198
448	0.1006553295
449	0.1005459408
450	0.1000252653
451	0.09979106997
452	0.099676349
453	0.09955801205
454	0.09945480485
455	0.09935106216
456	0.09918865796
457	0.09911909441
458	0.09887719676
459	0.09875937058
460	0.09859672757
461	0.09845920713
462	0.09824512379
463	0.09814660889
464	0.09799593876
465	0.09791633906
466	0.0977867638
467	0.09770688471
468	0.09759583556
469	0.09738144971
470	0.09730861047
471	0.09715664279
472	0.09703630994
473	0.09696450225
474	0.09685958577
475	0.096790946
476	0.09666870092
477	0.09657698134
478	0.09646395952
479	0.0963431646
480	0.09624465499
481	0.09607538806
482	0.09593729367
483	0.09584870878
484	0.09570354347
485	0.09556942152
486	0.09542379644
487	0.09539430225
488	0.09529113706
489	0.09517428278
490	0.09507596812
491	0.09502884188
492	0.09498331341
493	0.0949438419
494	0.09485800332
495	0.09471703121
496	0.09459711223
497	0.0945054183
498	0.09440195389
499	0.09431891293
500	0.09392928657
501	0.09384811539
502	0.09376458039
503	0.09368616952
504	0.09361385689
505	0.09328108299
506	0.09301570835
507	0.09283608424
508	0.09279836163
509	0.0925236755
510	0.0924182727
511	0.09212372152
512	0.09200156513
513	0.09161344688
514	0.09144033849
515	0.09130373986
516	0.09121280131
517	0.09113548737
518	0.09104063993
519	0.09098751964
520	0.09088759881
521	0.09077934055
522	0.09058171137
523	0.09040798801
524	0.09035205544
525	0.09023619389
526	0.09014811036
527	0.09009022595
528	0.09001266697
529	0.08993925779
530	0.08976689365
531	0.08974314648
532	0.08965228772
533	0.0895335556
534	0.08944228781
535	0.08938315127
536	0.08927941902
537	0.08921968874
538	0.08905970779
539	0.08891555599
540	0.08886193588
541	0.08875926378
542	0.08869653736
543	0.0885625017
544	0.08845263645
545	0.08843913639
546	0.08831850879
547	0.0881955981
548	0.08811522689
549	0.08796590294
550	0.08789809637
551	0.08786827547
552	0.08782281713
553	0.08772356585
554	0.08765118633
555	0.0875504055
556	0.08748425896
557	0.08746252935
558	0.08736011673
559	0.08728431313
560	0.08716601502
561	0.08713942831
562	0.0871050935
563	0.08695473129
564	0.08685849086
565	0.08679965566
566	0.08665104801
567	0.08654250999
568	0.08652826045
569	0.08644061024
570	0.08636170666
571	0.08629155247
572	0.0862243191
573	0.08612379739
574	0.08607006598
575	0.08597719347
576	0.08589332697
577	0.08587390694
578	0.08572165783
579	0.08569144371
580	0.08561613455
581	0.0855280588
582	0.08540005489
583	0.08533980602
584	0.08532695568
585	0.08527302114
586	0.08514179912
587	0.08508907255
588	0.08505113932
589	0.08493499003
590	0.08483782092
591	0.08481489781
592	0.08476152155
593	0.08467299196
594	0.08448263515
595	0.08436016241
596	0.08431961183
597	0.08415224136
598	0.08406790961
599	0.08405679568
600	0.08397873443
601	0.08394292737
602	0.0838655489
603	0.0837844341
604	0.08371026812
605	0.08369058764
606	0.08367034131
607	0.08359281618
608	0.08354172792
609	0.08348819841
610	0.0834178324
611	0.0832952706
612	0.08319275339
613	0.08316645498
614	0.08299329074
615	0.08297913194
616	0.08294830107
617	0.08288669322
618	0.08276736014
619	0.08268330273
620	0.08258745107
621	0.08249170364
622	0.08235546911
623	0.08224684342
624	0.08219802986
625	0.08209090472
626	0.08203723605
627	0.08199095882
628	0.081948046
629	0.08184988538
630	0.08176019761
631	0.08156560518
632	0.0815035076
633	0.08141667393
634	0.08131117476
635	0.08126216456
636	0.08122414975
637	0.08108916529
638	0.08104103895
639	0.08093005601
640	0.08089360228
641	0.08082430784
642	0.08074289981
643	0.08068280706
644	0.08058226365
645	0.0804736201
646	0.08039936394
647	0.08030813045
648	0.08028258907
649	0.08020079312
650	0.08014503361
651	0.08013422473
652	0.08008303934
653	0.07994616124
654	0.07989022917
655	0.07987082605
656	0.07975608278
657	0.07970184293
658	0.07960074133
659	0.07952756693
660	0.07947634684
661	0.07945453218
662	0.07938687132
663	0.07931410556
664	0.0792744456
665	0.07925618546
666	0.079217845
667	0.07916423895
668	0.0791504396
669	0.0791147466
670	0.07902004688
671	0.07900150672
672	0.07898145608
673	0.07886503311
674	0.07873640293
675	0.07869508526
676	0.07865688132
677	0.07857447733
678	0.07847753511
679	0.07846774876
680	0.07843891948
681	0.07832292073
682	0.0782445513
683	0.07813555562
684	0.07807203233
685	0.07803357108
686	0.07798360418
687	0.07791974184
688	0.07785567538
689	0.07782470605
690	0.07775420303
691	0.07763645982
692	0.07760357208
693	0.07758804859
694	0.07756198956
695	0.07748052789
696	0.07746016808
697	0.07743084903
698	0.07740666991
699	0.07736459734
700	0.07732944095
701	0.07730773017
702	0.07719821165
703	0.07717022383
704	0.07706150205
705	0.07699234531
706	0.07697498434
707	0.07688216043
708	0.07683041175
709	0.07681393795
710	0.07668733894
711	0.07659156339
712	0.07653365005
713	0.0764645951
714	0.07641616233
715	0.07634658656
716	0.0762804377
717	0.07619369035
718	0.07609046735
719	0.07606827797
720	0.07597110719
721	0.07585968705
722	0.07582209899
723	0.07574527928
724	0.07564329783
725	0.07563163591
726	0.07561847744
727	0.07560378551
728	0.07558797934
729	0.07551859188
730	0.07542381446
731	0.07540917861
732	0.07529966692
733	0.07527528271
734	0.07526436055
735	0.07520703775
736	0.07509609359
737	0.07507037958
738	0.0749921645
739	0.07495276321
740	0.07491669832
741	0.07481805195
742	0.07480843657
743	0.07476483364
744	0.07474488489
745	0.07468984508
746	0.07462788743
747	0.07451238191
748	0.07449554375
749	0.07442668502
750	0.07434368522
751	0.07425164713
752	0.07422915136
753	0.07419113661
754	0.07413612476
755	0.07410571616
756	0.0740736049
757	0.07400878167
758	0.07398403577
759	0.0739576363
760	0.07390913206
761	0.07387162586
762	0.07382719711
763	0.07380818812
764	0.07378370505
765	0.07375851862
766	0.07365776026
767	0.07364437707
768	0.0735873611
769	0.07355023297
770	0.07346046811
771	0.07342073705
772	0.07339352684
773	0.07337513661
774	0.0733233668
775	0.07326581291
776	0.07321262456
777	0.07316374253
778	0.07315315713
779	0.07313762169
780	0.07310637955
781	0.07306145208
782	0.07302110726
783	0.07293643326
784	0.07289864303
785	0.07283156363
786	0.07278070545
787	0.07270267793
788	0.07265183604
789	0.07258765045
790	0.07249866568
791	0.07246468123
792	0.07242404292
793	0.07235210085
794	0.07229697636
795	0.07227784028
796	0.07225905832
797	0.07215205499
798	0.07212750271
799	0.07211971117
800	0.07204442888
801	0.07198382715
802	0.07195577573
803	0.07190325845
804	0.07183085318
805	0.07177780901
806	0.07170133774
807	0.07158048526
808	0.07150261292
809	0.07145626875
810	0.07143531538
811	0.07142680616
812	0.07134215565
813	0.07127498182
814	0.07124097197
815	0.07112778363
816	0.07108495554
817	0.07102575063
818	0.07100403976
819	0.07090674343
820	0.07084204792
821	0.0707612848
822	0.0707514481
823	0.07072636167
824	0.07064922564
825	0.07058335045
826	0.07050868265
827	0.07048127488
828	0.07045298096
829	0.07038085597
830	0.07035386136
831	0.07032061386
832	0.07026290391
833	0.07018722373
834	0.07012487629
835	0.07009595514
836	0.06999951683
837	0.06994542491
838	0.06991519869
839	0.06986199556
840	0.06983461507
841	0.06978530714
842	0.06976742718
843	0.06975068897
844	0.06971280206
845	0.06961183356
846	0.06957264075
847	0.06955731985
848	0.06954521771
849	0.06947918025
850	0.06946113485
851	0.06939764856
852	0.06929265171
853	0.06928001433
854	0.06918200818
855	0.06916179983
856	0.0690941987
857	0.06903336395
858	0.06899290676
859	0.06892311078
860	0.06891348372
861	0.0688824329
862	0.06882488501
863	0.06881263561
864	0.06875873394
865	0.06873291951
866	0.06866575856
867	0.06860947798
868	0.06855095143
869	0.06843045961
870	0.06841946509
871	0.06839816635
872	0.06838338901
873	0.06837766041
874	0.06829379783
875	0.06815976901
876	0.06813465591
877	0.06799888496
878	0.06796182924
879	0.06793241373
880	0.06791175519
881	0.0678884199
882	0.06784497697
883	0.06780065101
884	0.06774246527
885	0.0676954589
886	0.06764559263
887	0.06756637074
888	0.06754943642
889	0.06751833642
890	0.06748443875
891	0.06740612976
892	0.06737807536
893	0.06731854918
894	0.06722558243
895	0.06719543716
896	0.06716981674
897	0.06715936098
898	0.06708305032
899	0.06699854415
900	0.06695423827
901	0.06684146009
902	0.06681643637
903	0.06679309775
904	0.06670637581
905	0.06667243689
906	0.06659526833
907	0.06652127833
908	0.06646500886
909	0.06640504955
910	0.06637173091
911	0.06634988123
912	0.06634160782
913	0.0662745104
914	0.06620979558
915	0.06613343407
916	0.06612118379
917	0.06606534217
918	0.06604674524
919	0.06598315593
920	0.06594538895
921	0.06589750331
922	0.06587764298
923	0.06584225996
924	0.06579101887
925	0.06572220462
926	0.06568870418
927	0.06565434823
928	0.06563839194
929	0.06561482485
930	0.06557784049
931	0.06548546577
932	0.06541270644
933	0.06538629447
934	0.06528525975
935	0.06523694581
936	0.06521465952
937	0.06512783878
938	0.06506941891
939	0.06503165296
940	0.064975373
941	0.06495797863
942	0.06487651592
943	0.064832185
944	0.06476197829
945	0.06472738153
946	0.06469799594
947	0.06463801081
948	0.06459583572
949	0.06458249648
950	0.06456969072
951	0.06455847583
952	0.06448891664
953	0.06448199021
954	0.06444083487
955	0.06440471667
956	0.06433313919
957	0.06425082638
958	0.06421586727
959	0.06419972642
960	0.06411635971
961	0.06406173703
962	0.06399197244
963	0.06390010428
964	0.06386695681
965	0.0637968432
966	0.06378319567
967	0.06374384313
968	0.06371582937
969	0.0636673105
970	0.06361088904
971	0.06359809066
972	0.06357877888
973	0.06344468423
974	0.06343255073
975	0.06342330067
976	0.06337327792
977	0.06332839205
978	0.06328647679
979	0.06327432688
980	0.06323549033
981	0.06322040006
982	0.06313542517
983	0.06310910035
984	0.06309538669
985	0.06305976322
986	0.06302870123
987	0.06299573615
988	0.06296175788
989	0.0629490478
990	0.06290457017
991	0.06282134278
992	0.06274494249
993	0.06270010721
994	0.06268168153
995	0.06263014496
996	0.06261416934
997	0.06260180359
998	0.06255211405
999	0.06253864577
